"CID","Pincode","CityName/AreaName","State","Latitude","Longitude"
"3502","515551","Nallacheruvu","Andhra Pradesh","13.988122940063477","78.186241149902340"
"3503","515561","Obuladevarachervu","Andhra Pradesh","14.001384735107422","77.956932067871100"
"3504","515571","Tanakallu","Andhra Pradesh","13.891533851623535","78.223579406738280"
"3505","515581","Talupula","Andhra Pradesh","14.242420196533203","78.255088806152340"
"3506","515591","Kadiri","Andhra Pradesh","14.111288070678711","78.160774230957030"
"3507","515631","Tadi Marri","Andhra Pradesh","14.561421394348145","77.858291625976560"
"3508","515661","Bathala Palle","Andhra Pradesh","14.529444694519043","77.778450012207030"
"3509","515701","Samudram","Andhra Pradesh","14.704657554626465","77.649230957031250"
"3510","515712","Jalli Palli","Andhra Pradesh","17.696920394897460","73.198677062988280"
"3511","515761","Kalyan Durg","Andhra Pradesh","14.569947242736816","77.115386962890620"
"3512","515801","Rajendranagar","Andhra Pradesh","15.164002418518066","77.378982543945310"
"3513","515812","Urvakonda","Andhra Pradesh","14.954806327819824","77.250953674316400"
"3514","515832","Vajrakarur","Andhra Pradesh","15.013367652893066","77.303581237792970"
"3515","515844","Gadde Kallu","Andhra Pradesh","15.117888450622559","77.245925903320310"
"3516","515867","Udegolam","Andhra Pradesh","14.691094398498535","76.972640991210940"
"3517","515872","Harial","Andhra Pradesh","15.005933761596680","76.834640502929690"
"3518","516001","Cdp Mochampet","Andhra Pradesh","14.476280212402344","78.823089599609380"
"3519","516004","Yerra Mukkapalli Cuddapah","Andhra Pradesh","14.458642959594727","78.829971313476560"
"3520","516108","Obulavari Palle","Andhra Pradesh","14.046510696411133","79.274703979492190"
"3521","516115","Rajampet R S","Andhra Pradesh","14.195395469665527","79.159950256347660"
"3522","516130","T Sundupalle","Andhra Pradesh","13.981024742126465","78.915328979492190"
"3523","516173","Onipenta","Andhra Pradesh","14.791126251220703","78.778678894042970"
"3524","516215","Sambe Palli","Andhra Pradesh","13.910761833190918","78.761802673339840"
"3525","516217","Kalas Pad","Andhra Pradesh","15.106047630310059","78.942794799804690"
"3526","516227","Badvel","Andhra Pradesh","14.736866950988770","79.058815002441400"
"3527","516257","Lakki Reddi Palle","Andhra Pradesh","14.185099601745605","78.702308654785160"
"3528","516259","Palle","Andhra Pradesh","14.222668647766113","78.538108825683600"
"3529","516267","Galivedu","Andhra Pradesh","14.048825263977050","78.519119262695310"
"3530","516268","Veera Balle","Andhra Pradesh","14.155657768249512","78.858322143554690"
"3531","516309","Yerraguntla West","Andhra Pradesh","14.633248329162598","78.535980224609380"
"3532","516321","Veerappanayuni Palle","Andhra Pradesh","14.476513862609863","78.472229003906250"
"3533","516329","Vaim Palle","Andhra Pradesh","14.366609573364258","78.456779479980470"
"3534","516356","Nakkala Dinne","Andhra Pradesh","14.725337982177734","78.659576416015620"
"3535","516421","Agadur","Andhra Pradesh","14.510602951049805","78.345947265625000"
"3536","516432","Vaddi Rala","Andhra Pradesh","14.977843284606934","78.252281188964840"
"3537","516434","Jammalamudugu North","Andhra Pradesh","14.847050666809082","78.383064270019530"
"3538","516474","Talla Proddatur","Andhra Pradesh","14.838402748107910","78.142417907714840"
"3539","516484","Balapanur","Andhra Pradesh","14.551658630371094","78.208656311035160"
"3540","517001","C T R Bazar","Andhra Pradesh","13.224700927734375","79.087791442871100"
"3541","517002","Kajoor","Andhra Pradesh","13.202135086059570","79.092094421386720"
"3542","517101","Chandragiri H O","Andhra Pradesh","13.579339981079102","79.312286376953120"
"3543","517112","Pakala","Andhra Pradesh","13.445672035217285","79.117042541503900"
"3544","517113","Kallur","Andhra Pradesh","13.561910629272461","79.001869201660160"
"3545","517130","Iral","Andhra Pradesh","13.386401176452637","78.983581542968750"
"3546","517152","Damal Cheruvu","Andhra Pradesh","13.479025840759277","79.050262451171880"
"3547","517163","Palakur","Andhra Pradesh","13.816795349121094","79.784629821777340"
"3548","517194","Bakarapet","Andhra Pradesh","13.691400527954102","79.153434753417970"
"3549","517197","Yerravaripalem","Andhra Pradesh","13.705610275268555","79.133834838867190"
"3550","517234","Kalikiri","Andhra Pradesh","13.603775024414062","78.890747070312500"
"3551","517236","Kalakada","Andhra Pradesh","13.828690528869629","78.790321350097660"
"3552","517299","Vayalpad","Andhra Pradesh","13.647209167480469","78.628135681152340"
"3553","517301","Kali Cherla","Andhra Pradesh","13.928380012512207","78.537902832031250"
"3554","517325","Madanapalle H O","Andhra Pradesh","13.554992675781250","78.505485534667970"
"3555","517408","Palamner H O","Andhra Pradesh","13.210131645202637","78.738540649414060"
"3556","517415","Baireddi Palle","Andhra Pradesh","13.079786300659180","78.575363159179690"
"3557","517416","Bangaru Palem","Andhra Pradesh","13.212336540222168","78.923957824707030"
"3558","517422","Yadammarri","Andhra Pradesh","13.152846336364746","78.991561889648440"
"3559","517501","Jagannathapuram","Andhra Pradesh","13.635655403137207","79.411087036132810"
"3560","517502","S V Agri College","Andhra Pradesh","13.625457763671875","79.400291442871100"
"3561","517503","Padi","Andhra Pradesh","13.608706474304200","79.448677062988280"
"3562","517507","S V Medical College","Andhra Pradesh","13.642350196838379","79.417724609375000"
"3563","517520","Railway Colony","Andhra Pradesh","13.646526336669922","79.499961853027340"
"3564","517541","Varadia Palem","Andhra Pradesh","13.607004165649414","79.925415039062500"
"3565","517561","Balijapalle","Andhra Pradesh","13.555975914001465","79.449218750000000"
"3566","517589","Nagalapuram","Andhra Pradesh","13.387709617614746","79.796333312988280"
"3567","517590","Nagari","Andhra Pradesh","13.322338104248047","79.585952758789060"
"3568","517619","Yerpedu","Andhra Pradesh","13.699398040771484","79.597366333007810"
"3569","517620","Pallam","Andhra Pradesh","13.843145370483398","79.586334228515620"
"3570","518002","Maddurnagar","Andhra Pradesh","15.806541442871094","78.042915344238280"
"3571","518124","Banagana Palle","Andhra Pradesh","15.328022956848145","78.236770629882810"
"3572","518186","Illuri Kothapeta","Andhra Pradesh","15.277191162109375","78.258018493652340"
"3573","518206","Cement Nagar","Andhra Pradesh","15.453100204467773","78.149238586425780"
"3574","518225","Yerukala Cheruvu","Andhra Pradesh","15.555800437927246","77.825897216796880"
"3575","518301","Adoni Cotton Market","Andhra Pradesh","15.623653411865234","77.274093627929690"
"3576","518302","Adoni Arts College","Andhra Pradesh","15.636477470397950","77.261360168457030"
"3577","518333","Halvi","Andhra Pradesh","15.885097503662110","77.124092102050780"
"3578","518346","Holala Gondi","Andhra Pradesh","15.488471031188965","77.046218872070310"
"3579","518348","Hala Harvi","Andhra Pradesh","15.283761024475098","77.155151367187500"
"3580","518349","Madhavaram","Andhra Pradesh","15.934998512268066","77.355857849121100"
"3581","518360","Yemmiganur","Andhra Pradesh","15.763541221618652","77.476829528808600"
"3582","518382","Hosur","Andhra Pradesh","15.380166053771973","77.460220336914060"
"3583","518385","Maddikere","Andhra Pradesh","15.255401611328125","77.422187805175780"
"3584","518465","Devanakonda","Andhra Pradesh","15.554891586303711","77.534980773925780"
"3585","518523","Bandi Atmakur","Andhra Pradesh","15.577162742614746","78.537277221679690"
"3586","518543","Aallagadda H O","Andhra Pradesh","15.134309768676758","78.543823242187500"
"3587","518553","Chagalamarri","Andhra Pradesh","14.963169097900390","78.589057922363280"
"3588","518583","Gajula Palle","Andhra Pradesh","15.400827407836914","78.615043640136720"
"3589","520001","Wynchipeta","Andhra Pradesh","16.520431518554688","80.622001647949220"
"3590","520003","Hanumanulapeta","Andhra Pradesh","16.517988204956055","80.628036499023440"
"3591","520004","Machavaram (Vja)","Andhra Pradesh","16.522144317626953","80.656982421875000"
"3592","520011","Lakshminagar","Andhra Pradesh","16.523719787597656","80.637641906738280"
"3593","521001","Inugudurpet","Andhra Pradesh","16.180166244506836","81.134124755859380"
"3594","521101","G Varam Centre","Andhra Pradesh","16.551971435546875","80.776794433593750"
"3595","521109","Gali Gopuram","Andhra Pradesh","16.574277877807617","80.895858764648440"
"3596","521110","Veera Valli","Andhra Pradesh","16.658674240112305","80.925392150878900"
"3597","521120","Nagayalanka","Andhra Pradesh","15.898659706115723","80.922973632812500"
"3598","521126","Challa Palli","Andhra Pradesh","16.122604370117188","80.936187744140620"
"3599","521131","Laxmipuram","Andhra Pradesh","16.127250671386720","80.962127685546880"
"3600","521182","Chandarla Padu","Andhra Pradesh","16.693103790283203","80.204765319824220"
"3601","521214","T Sanubanda","Andhra Pradesh","17.000150680541992","80.864631652832030"
"3602","521226","Ibrahimpatnam (Krishna)","Andhra Pradesh","16.960306167602540","80.647903442382810"
"3603","521250","Veeranki Lock","Andhra Pradesh","16.294277191162110","80.867492675781250"
"3604","521301","Jagannadapuram","Andhra Pradesh","16.436973571777344","80.993835449218750"
"3605","521333","Kallklur H O","Andhra Pradesh","16.551155090332030","81.250312805175780"
"3606","521344","Kali Dindi","Andhra Pradesh","16.505680084228516","81.293502807617190"
"3607","521402","Vatsavai","Andhra Pradesh","16.983890533447266","80.244857788085940"
"3608","521403","Gampalagudem","Andhra Pradesh","16.989368438720703","80.517761230468750"
"3609","522001","G T R Kothapet","Andhra Pradesh","16.299333572387695","80.450912475585940"
"3610","522002","Vallurivari Road","Andhra Pradesh","16.307579040527344","80.443275451660160"
"3611","522003","Factories Ward","Andhra Pradesh","16.288734436035156","80.438591003417970"
"3612","522004","Sampathnagar","Andhra Pradesh","16.294654846191406","80.430381774902340"
"3613","522005","Nallapadu (Guntur)","Andhra Pradesh","16.306989669799805","80.367050170898440"
"3614","522007","Laxmipuram Water Works","Andhra Pradesh","16.309219360351562","80.431190490722660"
"3615","522008","Lankala Koderu","Andhra Pradesh","16.309392929077150","80.432388305664060"
"3616","522015","Abbinenigunta Palem","Andhra Pradesh","16.157873153686523","80.296104431152340"
"3617","522101","Taluka Office","Andhra Pradesh","15.928891181945800","80.467582702636720"
"3618","522112","Kakumanu","Andhra Pradesh","16.048944473266600","80.397766113281250"
"3619","522201","Lthanagar Appadu","Andhra Pradesh","16.265239715576172","80.638717651367190"
"3620","522202","Balaji Nagar","Andhra Pradesh","16.243026733398438","80.634948730468750"
"3621","522213","Sangam Jagarlamudi","Andhra Pradesh","16.240667343139650","80.546623229980470"
"3622","522233","Edla Padu","Andhra Pradesh","16.168207168579100","80.235404968261720"
"3623","522234","Nadendla","Andhra Pradesh","16.177404403686523","80.181991577148440"
"3624","522236","Tadikonda","Andhra Pradesh","16.420038223266600","80.455017089843750"
"3625","522260","Pallapatla","Andhra Pradesh","15.982354164123535","80.752098083496100"
"3626","522265","Railpet","Andhra Pradesh","16.011009216308594","80.832717895507810"
"3627","522268","Nagaram","Andhra Pradesh","16.019439697265625","80.746498107910160"
"3628","522311","Chandole","Andhra Pradesh","16.002410888671875","80.612258911132810"
"3629","522318","T Sunduru","Andhra Pradesh","16.163635253906250","80.584815979003900"
"3630","522403","Vaddavalli (Sap)","Andhra Pradesh","16.398490905761720","80.170455932617190"
"3631","522413","P R Bazar","Andhra Pradesh","16.479734420776367","79.891265869140620"
"3632","522426","Macherla","Andhra Pradesh","16.467741012573242","79.424949645996100"
"3633","522501","Tadepalle","Andhra Pradesh","16.475011825561523","80.610610961914060"
"3634","522503","Weavers Colony","Andhra Pradesh","16.434442520141600","80.570915222167970"
"3635","522510","Nagarjunanagar (Gtr)","Andhra Pradesh","16.500841140747070","80.654006958007810"
"3636","522601","N Raopet Bazar","Andhra Pradesh","16.244091033935547","80.096633911132810"
"3637","522615","Nakarikallu","Andhra Pradesh","16.307804107666016","79.973884582519530"
"3638","522658","Ipur","Andhra Pradesh","16.228982925415040","79.774406433105470"
"3639","522663","Bandla Mottu","Andhra Pradesh","16.153549194335938","80.249755859375000"
"3640","523001","Addanki Gate","Andhra Pradesh","15.504691123962402","80.042297363281250"
"3641","523002","Lawyerpeta (Ongole)","Andhra Pradesh","15.511663436889648","80.039352416992190"
"3642","523114","Lingasamudram","Andhra Pradesh","15.085574150085450","79.722076416015620"
"3643","523165","Jandrapet","Andhra Pradesh","15.813755035400390","80.341186523437500"
"3644","523166","Ipurupalem","Andhra Pradesh","15.851757049560547","80.386688232421880"
"3645","523181","Kadava Kuduru","Andhra Pradesh","15.723400115966797","80.254402160644530"
"3646","523183","Nagula Palle Padu","Andhra Pradesh","15.640019416809082","80.113433837890620"
"3647","523186","Uppaugundur","Andhra Pradesh","15.689732551574707","80.168815612792970"
"3648","523190","Idupulapadu","Andhra Pradesh","15.902822494506836","80.180908203125000"
"3649","523201","Addanki H O","Andhra Pradesh","15.785910606384277","79.950767517089840"
"3650","523211","Maddi Padu","Andhra Pradesh","15.620918273925781","80.022010803222660"
"3651","523226","Bandlamudi","Andhra Pradesh","15.586063385009766","79.871902465820310"
"3652","523247","Darsi Nsc Colony","Andhra Pradesh","15.770421028137207","79.679931640625000"
"3653","523253","Uppalapadu (P)","Andhra Pradesh","15.582034111022950","79.768585205078120"
"3654","523272","Valluru","Andhra Pradesh","15.414407730102539","80.053718566894530"
"3655","523274","Tanguturu","Andhra Pradesh","15.340840339660645","80.034210205078120"
"3656","523279","Uppalapadu (K)","Andhra Pradesh","15.377055168151855","79.931137084960940"
"3657","523280","Madanur","Andhra Pradesh","15.373782157897950","80.112709045410160"
"3658","523292","Ualavapadu","Andhra Pradesh","15.155195236206055","80.022254943847660"
"3659","523315","Gajjala Konda","Andhra Pradesh","15.751105308532715","79.392295837402340"
"3660","523327","Erragonda Palem","Andhra Pradesh","16.040458679199220","79.292373657226560"
"3661","523356","Edavalli","Andhra Pradesh","15.383485794067383","79.008308410644530"
"3662","523368","Racherla","Andhra Pradesh","15.463058471679688","78.965515136718750"
"3663","524001","Vedamvari Agraharam","Andhra Pradesh","14.451598167419434","79.985321044921880"
"3664","524002","Lakshmipuram","Andhra Pradesh","14.461110115051270","79.988227844238280"
"3665","524003","Darga Mitta H O","Andhra Pradesh","14.435197830200195","79.974395751953120"
"3666","524101","G D R Chowk","Andhra Pradesh","14.155921936035156","79.853958129882810"
"3667","524127","Yella Siri","Andhra Pradesh","13.947059631347656","80.042976379394530"
"3668","524132","V G T Bazar","Andhra Pradesh","13.956151962280273","79.583503723144530"
"3669","524152","Damavaram","Andhra Pradesh","14.505179405212402","79.949104309082030"
"3670","524223","Jaladanki","Andhra Pradesh","14.890894889831543","79.895744323730470"
"3671","524224","Kaligiri","Andhra Pradesh","14.829047203063965","79.692619323730470"
"3672","524226","Udayagiri","Andhra Pradesh","14.879803657531738","79.300148010253900"
"3673","524227","Vari Kunta Padu","Andhra Pradesh","14.992655754089355","79.421516418457030"
"3674","524314","Indukurpet","Andhra Pradesh","14.464937210083008","80.080619812011720"
"3675","524317","Gandavaram","Andhra Pradesh","14.605404853820800","79.936859130859380"
"3676","524322","Laxmanraopalle","Andhra Pradesh","14.622222900390625","79.622985839843750"
"3677","524343","Kalu Voya","Andhra Pradesh","14.511266708374023","79.410705566406250"
"3678","524401","Tada","Andhra Pradesh","13.632999420166016","80.027740478515620"
"3679","524404","Bangaraopet","Andhra Pradesh","13.999618530273438","79.627815246582030"
"3680","524409","Kali Chedu","Andhra Pradesh","14.384479522705078","79.732360839843750"
"3681","524415","Vakadu","Andhra Pradesh","13.985824584960938","80.013160705566400"
"3682","530001","Fort Ward","Andhra Pradesh","17.744306564331055","83.316108703613280"
"3683","530002","Official Colony","Andhra Pradesh","17.713291168212890","83.307182312011720"
"3684","530005","Gandhi Gram (Visakha)","Andhra Pradesh","17.687225341796875","83.250961303710940"
"3685","530007","Industrial Estate","Andhra Pradesh","17.746734619140625","83.266380310058600"
"3686","530009","Depot (Visakha)","Andhra Pradesh","17.742971420288086","83.237968444824220"
"3687","530013","P & T Colony (Visakha)","Andhra Pradesh","17.740015029907227","83.309593200683600"
"3688","530014","Ins Satavahana","Andhra Pradesh","17.715417861938477","83.276878356933600"
"3689","530016","Lalithanagaram","Andhra Pradesh","17.728363037109375","83.305175781250000"
"3690","530017","Lawsons Bay Colony Visakh","Andhra Pradesh","17.738332748413086","83.332649230957030"
"3691","530020","Lalitha Colony","Andhra Pradesh","17.719841003417970","83.303810119628900"
"3692","530022","Housing Board Colony","Andhra Pradesh","17.743848800659180","83.324668884277340"
"3693","530024","Kailasapuram","Andhra Pradesh","17.740915298461914","83.294891357421880"
"3694","530026","Gajuvaka (Visakha)","Andhra Pradesh","17.670581817626953","83.216079711914060"
"3695","530027","Yellapuvanipalem","Andhra Pradesh","17.749031066894530","83.210083007812500"
"3696","531001","Gandhi Market","Andhra Pradesh","17.686010360717773","83.003501892089840"
"3697","531011","Achutapuram","Andhra Pradesh","17.562635421752930","82.977485656738280"
"3698","531024","Paderoo","Andhra Pradesh","18.080606460571290","82.668273925781250"
"3699","531026","Vaddadi","Andhra Pradesh","17.819345474243164","82.874145507812500"
"3700","531027","Madugula","Andhra Pradesh","17.895318984985350","82.791351318359380"
"3701","531030","Devara Palle","Andhra Pradesh","17.991590499877930","82.982170104980470"
"3702","531055","Yellamanchili","Andhra Pradesh","17.550195693969727","82.856163024902340"
"3703","531060","S Rayavaram","Andhra Pradesh","17.461568832397460","82.816612243652340"
"3704","531075","Lakkavaram","Andhra Pradesh","17.875101089477540","82.968368530273440"
"3705","531081","Nakkapalli","Andhra Pradesh","17.408796310424805","82.716049194335940"
"3706","531133","Raghavendranagar","Andhra Pradesh","17.820402145385742","82.234596252441400"
"3707","531270","Gajapati Nagaram","Andhra Pradesh","18.279960632324220","83.338157653808600"
"3708","532001","Zilla Parishat","Andhra Pradesh","18.302240371704100","83.895561218261720"
"3709","532124","Uttarvalli","Andhra Pradesh","18.458436965942383","83.476806640625000"
"3710","532127","Rajam","Andhra Pradesh","18.462234497070312","83.655845642089840"
"3711","532221","Palasa","Andhra Pradesh","18.779605865478516","84.403678894042970"
"3712","532263","Baruva","Andhra Pradesh","18.873304367065430","84.580879211425780"
"3713","532312","Ichapuram","Andhra Pradesh","19.115352630615234","84.668884277343750"
"3714","532406","Calingapatnam","Andhra Pradesh","18.340829849243164","84.115447998046880"
"3715","532407","Raja Puram","Andhra Pradesh","18.212034225463867","83.689956665039060"
"3716","532425","Urlam","Andhra Pradesh","18.419576644897460","83.991668701171880"
"3717","532432","Jalum Uru","Andhra Pradesh","18.510980606079100","84.038681030273440"
"3718","532440","Palakonda","Andhra Pradesh","17.941831588745117","83.079597473144530"
"3719","532456","Battilli","Andhra Pradesh","18.966629028320312","83.781745910644530"
"3720","532458","Laxminarasupeta","Andhra Pradesh","18.615930557250977","83.961830139160160"
"3721","532459","Hiramandalam","Andhra Pradesh","18.673099517822266","83.949630737304690"
"3722","532460","Veeraghattam","Andhra Pradesh","18.687871932983400","83.608802795410160"
"3723","532591","Saluru Fort","Andhra Pradesh","18.517700195312500","83.208099365234380"
"3724","533001","Kakinada Bazar","Andhra Pradesh","16.957162857055664","82.221450805664060"
"3725","533002","M S N Charities","Andhra Pradesh","16.936376571655273","82.227691650390620"
"3726","533003","Engineering College (Ka)","Andhra Pradesh","16.972225189208984","82.242332458496100"
"3727","533004","Gandhi Nagar (Kda)","Andhra Pradesh","16.963235855102540","82.229881286621100"
"3728","533006","Indrapalem (Kda)","Andhra Pradesh","16.949672698974610","82.124244689941400"
"3729","533101","Fort Gate","Andhra Pradesh","16.995332717895508","81.778671264648440"
"3730","533103","Danavaipeta","Andhra Pradesh","17.006824493408203","81.786758422851560"
"3731","533105","Weavers Colony","Andhra Pradesh","17.010879516601562","81.787902832031250"
"3732","533126","Kadium","Andhra Pradesh","16.910140991210938","81.836906433105470"
"3733","533201","Gandhi Bazar","Andhra Pradesh","16.577039718627930","82.006965637207030"
"3734","533216","Taluk Office Road","Andhra Pradesh","16.640707015991210","82.110694885253900"
"3735","533221","Bandar Lanka","Andhra Pradesh","16.590061187744140","81.955673217773440"
"3736","533228","Vanapalli","Andhra Pradesh","16.683725357055664","81.946708679199220"
"3737","533234","Yeditha","Andhra Pradesh","16.839996337890625","81.848701477050780"
"3738","533240","Delta Gannavaram","Andhra Pradesh","16.590604782104492","81.894004821777340"
"3739","533247","Nagaram","Andhra Pradesh","16.494934082031250","81.910858154296880"
"3740","533251","Sakhineti Palli","Andhra Pradesh","16.404172897338867","81.757499694824220"
"3741","533255","R C Puram Bazar","Andhra Pradesh","16.834659576416016","82.031188964843750"
"3742","533263","Dangeru","Andhra Pradesh","16.723039627075195","82.125068664550780"
"3743","533294","Rajanagaram","Andhra Pradesh","17.076135635375977","81.897605895996100"
"3744","533339","Devipatnam","Andhra Pradesh","17.315046310424805","81.663055419921880"
"3745","533428","Addatigala","Andhra Pradesh","17.426576614379883","82.073379516601560"
"3746","533429","Yelesraram","Andhra Pradesh","17.281398773193360","82.106307983398440"
"3747","533435","Jaggampeta","Andhra Pradesh","17.174942016601562","82.056274414062500"
"3748","533436","Raja Vommangi","Andhra Pradesh","17.526165008544922","82.208137512207030"
"3749","533440","Samalkot H O","Andhra Pradesh","17.048986434936523","82.175071716308600"
"3750","533463","Talla Revu","Andhra Pradesh","16.784080505371094","82.231254577636720"
"3751","533464","Yanam","Andhra Pradesh","16.731109619140625","82.210800170898440"
"3752","534001","Eluru H O","Andhra Pradesh","16.701358795166016","81.098182678222660"
"3753","534003","Sanivarapu Peta (Eluru)","Andhra Pradesh","16.747104644775390","81.031272888183600"
"3754","534005","Eluru R S","Andhra Pradesh","16.702016830444336","81.081382751464840"
"3755","534006","Eluru Collectorate","Andhra Pradesh","16.713289260864258","81.094993591308600"
"3756","534101","T P Gudem Town","Andhra Pradesh","16.843837738037110","81.542457580566400"
"3757","534112","Nallajerla","Andhra Pradesh","16.948692321777344","81.408378601074220"
"3758","534123","Achanta","Andhra Pradesh","16.601577758789062","81.812194824218750"
"3759","534186","Yendagandi","Andhra Pradesh","16.640172958374023","81.523239135742190"
"3760","534198","Ganapavaram","Andhra Pradesh","16.697460174560547","81.462585449218750"
"3761","534199","Undi","Andhra Pradesh","16.588140487670900","81.452621459960940"
"3762","534211","Paidiparru","Andhra Pradesh","16.750925064086914","81.681373596191400"
"3763","534217","Iragavaram","Andhra Pradesh","16.692028045654297","81.707031250000000"
"3764","534236","Yeluru Padu","Andhra Pradesh","16.581640243530273","81.377403259277340"
"3765","534237","Kalla","Andhra Pradesh","16.536281585693360","81.403869628906250"
"3766","534250","Lankala Koderu","Andhra Pradesh","16.526424407958984","81.681541442871100"
"3767","534260","Palakole Bazar","Andhra Pradesh","16.517187118530273","81.726966857910160"
"3768","534261","Lajpathi Roy Peta","Andhra Pradesh","16.519609451293945","81.712165832519530"
"3769","534268","Ellamanchili","Andhra Pradesh","16.480300903320312","81.784011840820310"
"3770","534275","Ferry Road","Andhra Pradesh","16.438447952270508","81.697143554687500"
"3771","534301","Wednesday Market","Andhra Pradesh","16.905580520629883","81.672149658203120"
"3772","534302","Samsra Gudem","Andhra Pradesh","16.902278900146484","81.681640625000000"
"3773","534305","Tadimalla","Andhra Pradesh","16.929214477539062","81.617446899414060"
"3774","534313","Devara Palli","Andhra Pradesh","17.041687011718750","81.575576782226560"
"3775","534341","Talla Pudi","Andhra Pradesh","17.177320480346680","81.591049194335940"
"3776","534342","Chagallu","Andhra Pradesh","16.993343353271484","81.667808532714840"
"3777","534416","Kaikaram","Andhra Pradesh","16.812013626098633","81.367805480957030"
"3778","534437","Naidugudem","Andhra Pradesh","16.641864776611328","81.037292480468750"
"3779","534447","Janga Reddi Gudem H O","Andhra Pradesh","17.118721008300780","81.289222717285160"
"3780","534451","Lakkavaram","Andhra Pradesh","17.061586380004883","81.288543701171880"
"3781","534462","Dharmaji Gudem","Andhra Pradesh","16.926588058471680","81.013374328613280"
"3782","560001","Rajbhavan","Karnataka","12.976073265075684","77.602081298828120"
"3783","560002","Chamarajendrapeta","Karnataka","13.440546035766602","77.426506042480470"
"3784","560003","Extension","Karnataka","13.000240325927734","77.565246582031250"
"3785","560004","Lalbagh West","Karnataka","12.938275337219238","77.580062866210940"
"3786","560005","Fraser Town","Karnataka","13.002498626708984","77.617874145507810"
"3787","560007","Agaram","Karnataka","12.965106964111328","77.629028320312500"
"3788","560008","Ulsoor Bazar","Karnataka","12.961747169494629","77.646865844726560"
"3789","560009","N S Bureau","Karnataka","12.979648590087890","77.577438354492190"
"3790","560010","Rajajinagar West","Karnataka","12.993996620178223","77.552711486816400"
"3791","560013","Jalahalli","Karnataka","13.042141914367676","77.569831848144530"
"3792","560014","Jalahalli East","Karnataka","13.061398506164550","77.551376342773440"
"3793","560015","Jalahalli West","Karnataka","13.061463356018066","77.517997741699220"
"3794","560016","Ramamurthynagar","Karnataka","12.996050834655762","77.655670166015620"
"3795","560017","Vimanapura","Karnataka","12.955933570861816","77.658271789550780"
"3796","560018","Chamrapet West","Karnataka","13.001233100891113","77.481315612792970"
"3797","560020","Palace Guttahalli","Karnataka","12.990062713623047","77.575279235839840"
"3798","560021","Ramachandra Puram","Karnataka","12.995959281921387","77.559730529785160"
"3799","560023","Magadi Road","Karnataka","12.975443840026855","77.570541381835940"
"3800","560024","Extn Iistage","Karnataka","13.040758132934570","77.598403930664060"
"3801","560025","Langford Town","Karnataka","12.968306541442871","77.607170104980470"
"3802","560026","Deepanjal Nagar","Karnataka","12.950792312622070","77.553817749023440"
"3803","560027","Sampangiramnagar","Karnataka","12.960662841796875","77.592330932617190"
"3804","560029","S D S Sanitorim","Karnataka","12.929103851318360","77.604270935058600"
"3805","560030","Adugodi","Karnataka","12.941862106323242","77.602378845214840"
"3806","560032","P&T Colony","Karnataka","13.025286674499512","77.598426818847660"
"3807","560035","Carmelaram","Karnataka","12.907284736633300","77.682106018066400"
"3808","560037","Ramesh Nagar","Karnataka","12.949070930480957","77.714927673339840"
"3809","560038","Indira Nagar","Karnataka","12.977174758911133","77.639289855957030"
"3810","560040","Vijayanagar","Karnataka","12.969473838806152","77.536430358886720"
"3811","560041","Jayanagar T Block","Karnataka","12.924384117126465","77.591171264648440"
"3812","560042","K Kamraj Road","Karnataka","12.980206489562988","77.614151000976560"
"3813","560045","Venkateshpura","Karnataka","13.034440040588379","77.620117187500000"
"3814","560046","Williams Towm","Karnataka","12.997235298156738","77.600372314453120"
"3815","560047","Ookadapalyam","Karnataka","12.954641342163086","77.619323730468750"
"3816","560048","Mahadevapura","Karnataka","12.993108749389648","77.701278686523440"
"3817","560049","Virgonagar","Karnataka","13.028655052185059","77.716674804687500"
"3818","560050","Dasarahalli","Karnataka","12.941560745239258","77.553627014160160"
"3819","560051","Old Cemetry Road","Karnataka","12.986216545104980","77.600517272949220"
"3820","560052","Vasantanagar","Karnataka","12.990234375000000","77.595962524414060"
"3821","560057","Dasarahalli","Karnataka","13.042241096496582","77.524436950683600"
"3822","560058","Madivala","Karnataka","13.027536392211914","77.518692016601560"
"3823","560059","R V Niketan","Karnataka","12.922766685485840","77.501831054687500"
"3824","560063","Yelahanka","Karnataka","13.060936927795410","77.614364624023440"
"3825","560064","Yelabanka","Karnataka","13.098292350769043","77.589637756347660"
"3826","560065","Vigyana Kendra","Karnataka","13.067421913146973","77.581611633300780"
"3827","560066","White Field","Karnataka","12.959767341613770","77.747932434082030"
"3828","560067","Kadugodi","Karnataka","12.989580154418945","77.719924926757810"
"3829","560069","Jayanagar East","Karnataka","12.917646408081055","77.595481872558600"
"3830","560072","Nagarbhavi","Karnataka","12.964209556579590","77.523056030273440"
"3831","560073","Nagasandra (Bangalore)","Karnataka","13.036499977111816","77.502212524414060"
"3832","560078","Jayaprakash Naryan Nagar","Karnataka","12.904237747192383","77.586433410644530"
"3833","560079","Agrahara Dasarahalli","Karnataka","12.988514900207520","77.534645080566400"
"3834","560080","Palace Orchards","Karnataka","13.000095367431640","77.583328247070310"
"3835","560081","Tavarekere","Karnataka","12.795642852783203","77.706825256347660"
"3836","560082","Yediyur","Karnataka","12.894616127014160","77.561889648437500"
"3837","560084","Lingarajapuram","Karnataka","13.007115364074707","77.625114440917970"
